brand,year,km_driven,fuel,transmission,seller_type,owner,seats,mileage,engine,max_power,nm,selling_price
Maruti,2015,49900,Petrol,Manual,Individual,Second Owner,5.0,22.74,796,47.3,69.0,270000
Tata,2012,86000,Diesel,Manual,Individual,First Owner,5.0,21.12,1248,88.8,200.0,310000
Datsun,2015,71850,Petrol,Manual,Individual,First Owner,5.0,20.63,1198,67.0,104.0,225000
Fiat,2015,95000,Diesel,Manual,Individual,Third Owner,5.0,21.2,1248,75.0,197.0,300000
Maruti,2008,70000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,17.5,1298,85.8,114.0,250000
Hyundai,2011,35000,Petrol,Manual,Individual,First Owner,5.0,21.1,814,55.2,74.5,180000
Maruti,2015,50000,Petrol,Manual,Individual,First Owner,5.0,20.85,1197,83.14,115.0,550000
Mahindra,2007,120000,Diesel,Manual,Individual,Third Owner,7.0,13.6,2523,63.0,180.0,300000
Hyundai,2015,145000,Diesel,Manual,Individual,First Owner,5.0,22.7,1582,126.2,259.88,900000
Mahindra,2018,40000,Diesel,Manual,Individual,First Owner,7.0,16.0,2179,138.0,330.0,1530000
Maruti,2015,110000,Diesel,Manual,Individual,First Owner,5.0,27.39,1248,74.0,190.0,590000
Audi,2017,70000,Diesel,Automatic,Individual,First Owner,5.0,20.38,1968,143.0,320.0,2600000
Maruti,2016,110000,Diesel,Manual,Individual,First Owner,5.0,23.2,1248,73.94,190.0,475000
Hyundai,2018,29000,Diesel,Manual,Individual,First Owner,5.0,24.0,1186,73.97,190.24,700000
Maruti,2011,60000,Petrol,Manual,Individual,First Owner,5.0,18.9,998,67.1,90.0,376000
Maruti,2004,46000,Petrol,Manual,Individual,Fourth & Above Owner,4.0,16.1,796,37.0,59.0,75000
Mahindra,2012,120000,Diesel,Automatic,Individual,Third Owner,8.0,11.79,2179,120.0,290.0,440000
Maruti,2016,80000,Petrol,Manual,Individual,First Owner,5.0,20.51,998,67.04,90.0,390000
Toyota,2012,159000,Diesel,Manual,Individual,Second Owner,7.0,12.8,2494,102.0,200.06,725000
Mahindra,2012,110000,Diesel,Manual,Individual,Second Owner,7.0,15.96,2523,62.1,195.0,325000
Maruti,2010,75000,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,170000
Maruti,2010,120000,Diesel,Manual,Individual,Third Owner,5.0,19.3,1248,73.9,190.0,215000
Honda,2010,110000,Petrol,Manual,Individual,Third Owner,5.0,17.0,1497,118.0,146.0,350000
Chevrolet,2009,80000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,18.0,995,62.0,90.3,80000
Hyundai,2012,80000,Petrol,Manual,Individual,Second Owner,5.0,21.1,814,55.2,74.5,195000
Nissan,2014,71000,Diesel,Manual,Dealer,First Owner,5.0,21.64,1461,84.8,200.0,335000
Mahindra,2011,108000,Diesel,Manual,Dealer,First Owner,7.0,16.0,2179,140.0,330.0,475000
Renault,2015,75000,Diesel,Manual,Dealer,First Owner,5.0,19.87,1461,83.8,200.0,484999
Maruti,2018,22000,Petrol,Manual,Individual,Second Owner,5.0,21.56,1462,103.25,138.0,650000
Audi,2014,76131,Diesel,Automatic,Individual,First Owner,5.0,13.22,2967,241.4,580.0,1850000
Hyundai,2018,30000,Petrol,Manual,Individual,Second Owner,5.0,18.6,1197,81.83,114.7,700000
Audi,2014,65000,Diesel,Automatic,Individual,First Owner,7.0,12.07,2967,241.4,550.0,3000000
Mahindra,2018,60000,Diesel,Manual,Individual,First Owner,7.0,15.4,2523,75.0,200.0,900000
Volkswagen,2013,80000,Diesel,Manual,Individual,First Owner,5.0,22.07,1199,73.9,180.0,350000
Honda,2005,80000,Petrol,Automatic,Individual,Second Owner,5.0,9.0,2997,218.0,196.0,285000
Audi,2012,70000,Diesel,Automatic,Individual,First Owner,7.0,12.07,2967,241.4,550.0,1850000
Maruti,2017,51777,Diesel,Manual,Dealer,First Owner,5.0,24.3,1248,88.5,200.0,750000
Honda,2018,20000,Petrol,Manual,Individual,First Owner,5.0,19.5,1199,88.76,110.0,600000
Volkswagen,2018,19000,Petrol,Manual,Individual,First Owner,5.0,18.78,999,75.0,95.0,565000
Daewoo,2000,46951,Petrol,Manual,Individual,First Owner,5.0,18.5,796,53.0,71.0,86000
Datsun,2016,19000,Petrol,Manual,Individual,First Owner,5.0,20.63,1198,67.0,104.0,329000
Ford,2016,50000,Diesel,Manual,Individual,First Owner,5.0,22.77,1498,98.59,205.0,650000
Hyundai,2015,60000,Diesel,Manual,Individual,First Owner,5.0,19.67,1582,126.2,259.9,822000
Renault,2013,100000,Diesel,Manual,Individual,Second Owner,5.0,19.01,1461,108.45,248.0,345000
Maruti,2001,10000,Petrol,Manual,Individual,First Owner,5.0,17.3,993,60.0,78.0,30000
Maruti,2012,50000,Diesel,Manual,Individual,Second Owner,5.0,22.9,1248,74.0,190.0,330000
Maruti,2014,74537,Petrol,Manual,Individual,Second Owner,5.0,20.51,998,67.04,90.0,300000
Maruti,2009,90000,Petrol,Automatic,Individual,Second Owner,5.0,12.6,1586,103.3,145.0,200000
Chevrolet,2010,70000,Petrol,Manual,Individual,Second Owner,5.0,18.0,995,62.0,90.3,90000
Maruti,2010,80000,Petrol,Manual,Individual,Second Owner,5.0,18.9,1061,67.0,84.0,200000
Hyundai,2016,35000,Diesel,Manual,Individual,First Owner,5.0,24.4,1120,71.0,180.4,550000
Chevrolet,2015,23500,Petrol,Manual,Individual,First Owner,5.0,18.6,1199,76.8,106.5,250000
Honda,2017,82000,Diesel,Manual,Individual,First Owner,5.0,25.6,1498,97.9,200.0,975000
Toyota,2014,100000,Diesel,Manual,Individual,Second Owner,8.0,12.99,2494,100.6,200.0,900000
Hyundai,2018,15000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.83,114.7,610000
Maruti,2017,30000,Diesel,Manual,Individual,First Owner,5.0,27.39,1248,74.0,190.0,620000
Hyundai,2016,30000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,82.0,114.0,400000
Maruti,2019,11000,Petrol,Manual,Individual,First Owner,5.0,21.63,998,67.0,90.0,500000
Datsun,2017,140000,Petrol,Manual,Individual,First Owner,7.0,19.02,1198,67.05,104.0,200000
Tata,2016,110000,Diesel,Manual,Individual,First Owner,5.0,23.0,1248,88.7,200.0,360000
Maruti,2012,48000,Petrol,Manual,Individual,First Owner,5.0,20.92,998,67.1,90.0,252000
Maruti,2012,70000,Diesel,Manual,Individual,Second Owner,5.0,22.9,1248,74.0,190.0,280000
Maruti,2018,70000,Petrol,Manual,Individual,Second Owner,5.0,22.0,1197,81.8,113.0,509999
Mahindra,2016,58000,Diesel,Manual,Individual,First Owner,7.0,15.4,1997,120.0,280.0,1050000
Maruti,2005,90000,Petrol,Manual,Individual,Second Owner,5.0,17.3,993,60.0,78.0,60000
Mahindra,2010,40000,Diesel,Manual,Individual,Second Owner,7.0,14.0,2498,112.0,260.0,320000
Mahindra,2013,110000,Diesel,Manual,Individual,First Owner,9.0,12.05,2179,120.0,290.0,520000
Tata,2007,80000,Diesel,Manual,Individual,Second Owner,7.0,11.57,2179,138.1,320.0,250000
Maruti,2017,60000,Diesel,Manual,Individual,First Owner,5.0,24.3,1248,88.5,200.0,725000
Mahindra,2015,50000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,585000
Tata,2017,25000,Petrol,Manual,Individual,First Owner,5.0,23.84,1199,84.0,114.0,430000
Maruti,2011,100000,Diesel,Manual,Individual,Second Owner,5.0,22.9,1248,74.0,190.0,235000
Maruti,2012,52000,Diesel,Manual,Individual,Third Owner,5.0,19.3,1248,73.9,190.0,350000
Hyundai,2010,80000,Petrol,Manual,Individual,Third Owner,5.0,19.81,1086,68.05,99.04,131000
Honda,2016,85000,Diesel,Manual,Individual,First Owner,5.0,25.8,1498,98.6,200.0,450000
Maruti,2016,83000,Diesel,Manual,Individual,First Owner,5.0,24.3,1248,88.5,200.0,750000
Maruti,2013,50000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,200000
Maruti,2009,120000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,18.9,1061,67.0,84.0,125000
Mahindra,2014,100000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,500000
Maruti,2012,70000,Diesel,Manual,Individual,Third Owner,5.0,22.9,1248,74.0,190.0,380000
Maruti,2008,19000,Petrol,Manual,Individual,First Owner,5.0,19.7,796,46.3,62.0,128000
Honda,2009,68600,Petrol,Manual,Individual,Third Owner,5.0,17.0,1497,118.0,146.0,250000
Mahindra,2017,60000,Diesel,Manual,Individual,First Owner,7.0,16.5,1493,70.0,195.0,690000
Mahindra,2014,65000,Diesel,Manual,Individual,Second Owner,7.0,15.96,2523,62.1,195.0,650000
Honda,2012,40000,Petrol,Manual,Individual,Second Owner,5.0,16.8,1497,116.3,146.0,560000
Maruti,2016,25000,Petrol,Manual,Individual,First Owner,5.0,23.1,998,67.04,90.0,400000
Maruti,2012,29500,Petrol,Manual,Individual,First Owner,5.0,20.92,998,67.1,90.0,200000
Hyundai,2018,13887,Petrol,Manual,Individual,First Owner,5.0,17.0,1591,121.3,151.0,950000
Maruti,2016,50000,Petrol,Manual,Individual,Second Owner,5.0,22.74,796,47.3,69.0,300000
Renault,2016,30000,Petrol,Manual,Individual,Second Owner,5.0,25.17,799,53.3,72.0,315000
Maruti,2012,100000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,220000
Chevrolet,2011,60000,Petrol,Manual,Individual,Second Owner,5.0,14.49,1399,92.7,127.0,130000
Hyundai,2016,60000,Diesel,Manual,Individual,Second Owner,5.0,22.54,1396,88.73,219.7,595000
Tata,2011,120000,Diesel,Manual,Individual,First Owner,5.0,19.4,1405,70.0,135.4,110000
Ford,2017,13500,Petrol,Manual,Individual,First Owner,5.0,17.0,1497,121.36,150.0,680000
Fiat,2013,52000,Diesel,Manual,Individual,First Owner,5.0,20.3,1248,75.0,197.0,280000
Maruti,2017,30000,Petrol,Manual,Individual,Second Owner,5.0,21.4,1197,83.1,115.0,530000
Hyundai,2017,14000,Petrol,Manual,Individual,First Owner,5.0,19.1,1197,82.0,114.0,610000
Tata,2014,90000,Diesel,Manual,Individual,Second Owner,7.0,15.05,2179,147.9,320.0,500000
Tata,2018,50000,Diesel,Manual,Individual,First Owner,5.0,24.7,1047,69.0,140.0,500000
Mahindra,2010,120000,Diesel,Manual,Individual,Second Owner,8.0,13.0,2489,95.0,220.0,250000
Hyundai,2018,10000,Petrol,Manual,Individual,First Owner,5.0,21.1,814,55.2,74.5,325000
Maruti,2018,10000,Petrol,Manual,Individual,First Owner,5.0,21.4,1197,83.1,115.0,550000
Maruti,2018,25000,Petrol,Manual,Individual,First Owner,5.0,20.73,1373,91.1,130.0,720000
Hyundai,2017,20000,Petrol,Manual,Individual,First Owner,5.0,17.0,1591,121.3,151.0,950000
Maruti,2013,60000,Diesel,Manual,Individual,First Owner,5.0,22.9,1248,74.0,190.0,350000
Hyundai,2018,40000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,81.86,113.75,500000
Maruti,2012,60000,Diesel,Manual,Individual,First Owner,5.0,19.3,1248,73.9,190.0,380000
Hyundai,2015,50000,Petrol,Automatic,Individual,First Owner,5.0,16.9,1197,82.0,114.0,380000
Hyundai,2017,20000,Petrol,Manual,Individual,First Owner,5.0,17.0,1591,121.3,151.0,900000
Maruti,2017,35000,Petrol,Manual,Individual,First Owner,5.0,24.7,796,47.3,69.0,295000
Maruti,2016,40000,Diesel,Manual,Individual,First Owner,5.0,28.09,1248,88.5,200.0,640000
Tata,2018,60000,Diesel,Manual,Individual,First Owner,5.0,21.5,1497,108.5,260.0,790000
Hyundai,2015,20000,Petrol,Manual,Individual,First Owner,5.0,17.01,1591,121.4,154.9,625000
Ford,2017,30000,Petrol,Manual,Individual,Second Owner,5.0,17.0,1497,121.36,150.0,604000
Maruti,2015,29000,Petrol,Manual,Individual,First Owner,5.0,23.95,998,67.05,90.0,315000
Mahindra,2019,17000,Diesel,Manual,Individual,First Owner,5.0,20.0,1497,115.0,300.0,950000
Maruti,2017,50000,Petrol,Manual,Individual,First Owner,5.0,20.51,998,67.04,90.0,400000
Hyundai,2018,42000,Petrol,Automatic,Individual,First Owner,5.0,18.6,1368,98.63,132.3,700000
Toyota,2011,120000,Diesel,Manual,Individual,Second Owner,8.0,12.8,2494,102.0,200.06,700000
Mahindra,2012,110000,Diesel,Manual,Individual,First Owner,5.0,21.03,1461,65.0,160.0,260000
Tata,2012,90000,Diesel,Manual,Individual,First Owner,5.0,23.57,1396,70.0,140.0,200000
Maruti,2020,70000,Petrol,Manual,Individual,First Owner,5.0,23.26,1197,88.5,113.0,580000
Volkswagen,2011,66000,Diesel,Manual,Individual,Second Owner,5.0,20.5,1598,105.0,250.0,330000
Hyundai,2011,70000,Diesel,Manual,Individual,Third Owner,5.0,16.2,1493,110.0,235.36,400000
Hyundai,2018,5000,Petrol,Automatic,Individual,First Owner,5.0,14.8,1591,121.3,151.0,1350000
Mahindra,2014,50000,Diesel,Manual,Individual,Second Owner,5.0,21.03,1461,65.0,160.0,250000
Skoda,2019,25000,Petrol,Manual,Individual,First Owner,5.0,15.41,1598,103.2,153.0,725000
Maruti,2013,70000,Diesel,Manual,Individual,First Owner,5.0,23.4,1248,74.0,190.0,300000
Maruti,2006,40000,Petrol,Manual,Individual,Second Owner,4.0,16.1,796,37.0,59.0,120000
Mahindra,2016,110000,Diesel,Manual,Individual,First Owner,7.0,16.0,2179,140.0,330.0,1175000
Tata,2009,150000,Diesel,Manual,Individual,First Owner,7.0,13.93,2179,138.0,320.0,380000
Tata,2014,45000,Diesel,Manual,Individual,First Owner,5.0,19.1,1405,70.0,135.4,400000
Tata,2005,90000,Diesel,Manual,Individual,Third Owner,5.0,16.1,1405,70.0,132.39,140000
Tata,2011,140000,Diesel,Manual,Individual,Second Owner,7.0,11.57,2179,138.1,320.0,229999
Ford,2003,83000,Petrol,Manual,Individual,Second Owner,5.0,13.8,1299,70.0,104.93,110000
Volkswagen,2011,106000,Diesel,Automatic,Individual,Second Owner,5.0,16.96,1968,138.1,320.0,550000
Chevrolet,2008,60000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,15.26,1150,74.9,110.0,150000
Maruti,2017,40000,Petrol,Manual,Individual,Second Owner,8.0,16.8,796,34.2,59.0,265000
Hyundai,2011,138000,Petrol,Manual,Individual,Third Owner,5.0,17.0,1197,80.0,111.8,300000
Maruti,2015,80000,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,280000
Hyundai,2005,50000,Petrol,Manual,Individual,Second Owner,5.0,15.3,1341,83.0,115.0,130000
Chevrolet,2015,50000,Petrol,Manual,Individual,First Owner,5.0,18.2,1199,82.4,108.5,350000
Maruti,2009,120000,Petrol,Manual,Individual,First Owner,5.0,18.5,1197,85.8,114.0,200000
Maruti,2018,24400,Petrol,Manual,Individual,First Owner,5.0,22.0,1197,81.8,113.0,550000
Mahindra,2013,60000,Diesel,Manual,Individual,Second Owner,7.0,15.96,2523,62.1,195.0,400000
Maruti,2010,120000,Petrol,Manual,Individual,Second Owner,5.0,18.5,1197,85.8,114.0,170000
Hyundai,2015,60000,Diesel,Manual,Individual,Second Owner,5.0,24.8,1396,88.7,219.7,600000
Maruti,2011,100000,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,130000
Maruti,2011,120000,Petrol,Manual,Individual,Second Owner,4.0,16.1,796,37.0,59.0,100000
Renault,2016,27500,Petrol,Manual,Individual,First Owner,5.0,25.17,799,53.3,72.0,310000
Maruti,2007,10000,Petrol,Manual,Individual,First Owner,4.0,16.1,796,37.0,59.0,35000
Hyundai,2010,120000,Petrol,Manual,Individual,Third Owner,5.0,18.5,1197,80.0,111.8,200000
Hyundai,2015,80000,Diesel,Manual,Individual,First Owner,5.0,22.54,1396,88.73,219.7,650000
Tata,2013,120000,Petrol,Manual,Individual,First Owner,5.0,15.64,1193,64.1,100.0,210000
Hyundai,2015,90000,Diesel,Manual,Individual,First Owner,5.0,24.4,1120,71.01,180.4,509999
Ford,2013,70000,Diesel,Manual,Individual,First Owner,5.0,20.0,1399,68.1,160.0,229999
Renault,2014,188000,Diesel,Manual,Individual,Second Owner,5.0,19.01,1461,108.45,248.0,409999
Chevrolet,2011,67840,Petrol,Manual,Individual,First Owner,5.0,18.0,995,62.0,90.3,130000
Tata,2013,30000,Petrol,Manual,Individual,First Owner,4.0,25.4,624,37.48,51.0,95000
Maruti,2016,35000,Petrol,Manual,Individual,Second Owner,5.0,22.74,796,47.3,69.0,225000
Maruti,2017,100000,Diesel,Manual,Individual,First Owner,5.0,24.3,1248,88.5,200.0,775000
Maruti,2017,30000,Petrol,Manual,Individual,First Owner,5.0,20.51,998,67.04,90.0,420000
Hyundai,2016,70000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,82.0,114.0,480000
Volkswagen,2018,15000,Petrol,Manual,Individual,First Owner,5.0,16.2,1199,74.0,110.0,600000
Ford,2009,140000,Diesel,Manual,Individual,Second Owner,5.0,13.8,1399,68.0,160.0,140000
Maruti,2010,120000,Petrol,Manual,Individual,Third Owner,8.0,19.7,796,35.0,59.82,130000
Maruti,2007,112880,Diesel,Manual,Dealer,First Owner,5.0,25.2,1248,74.0,190.0,195000
Tata,2013,135000,Diesel,Manual,Dealer,Second Owner,5.0,19.4,1405,70.0,135.4,210000
Maruti,2006,80000,Petrol,Manual,Individual,Third Owner,5.0,18.9,998,67.1,90.0,130000
Chevrolet,2012,128000,Petrol,Manual,Individual,Third Owner,5.0,18.6,1199,79.4,108.0,141000
Mahindra,2011,120000,Diesel,Manual,Individual,First Owner,7.0,13.6,2523,63.0,180.0,280000
Maruti,2010,30000,Petrol,Automatic,Individual,First Owner,5.0,12.6,1586,103.2,145.0,350000
Tata,2018,70000,Petrol,Manual,Individual,First Owner,5.0,17.0,1198,108.5,170.0,575000
Hyundai,2015,41000,Petrol,Manual,Individual,First Owner,5.0,18.6,1197,81.83,114.7,550000
Maruti,2006,30000,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,120000
Maruti,2015,30000,Petrol,Manual,Individual,First Owner,5.0,23.95,998,67.05,90.0,320000
Hyundai,2011,35000,Petrol,Manual,Individual,First Owner,5.0,16.36,1495,93.7,124.6,250000
Maruti,2010,22000,Petrol,Manual,Individual,First Owner,5.0,15.0,1586,104.68,145.0,300000
Maruti,2006,70000,Petrol,Manual,Individual,First Owner,5.0,18.9,998,67.1,90.0,250000
Mahindra,2018,70000,Diesel,Manual,Individual,First Owner,7.0,16.5,1493,70.0,195.0,750000
Mahindra,2005,200000,Diesel,Manual,Individual,Second Owner,8.0,10.5,2179,120.0,290.0,151000
Tata,2011,120000,Diesel,Manual,Individual,First Owner,7.0,13.93,2179,138.03,320.0,300000
Maruti,2019,3000,Petrol,Manual,Individual,First Owner,5.0,20.89,1197,81.8,113.0,577000
Maruti,2012,50000,Petrol,Manual,Individual,First Owner,5.0,20.92,998,67.1,90.0,229999
Mahindra,2013,50000,Diesel,Manual,Individual,First Owner,7.0,15.96,2523,62.1,195.0,500000
Honda,2019,1500,Petrol,Automatic,Individual,First Owner,5.0,18.2,1199,88.7,110.0,840000
Volkswagen,2017,74000,Diesel,Manual,Individual,First Owner,5.0,22.27,1498,108.6,250.0,900000
Honda,2017,25000,Petrol,Manual,Individual,First Owner,5.0,18.7,1199,88.7,110.0,650000
Honda,2016,61915,Diesel,Manual,Individual,First Owner,5.0,27.3,1498,98.6,200.0,650000
Hyundai,2016,110000,Petrol,Manual,Individual,First Owner,5.0,21.1,814,55.2,74.5,250000
Volkswagen,2016,70000,Diesel,Manual,Individual,First Owner,5.0,20.14,1498,88.0,230.0,550000
Maruti,2007,150000,Diesel,Manual,Individual,Fourth & Above Owner,5.0,17.8,1248,75.0,190.0,250000
Mahindra,2013,110000,Diesel,Manual,Individual,Second Owner,7.0,17.21,1493,100.0,240.0,350000
Chevrolet,2014,90000,Diesel,Manual,Individual,Second Owner,5.0,25.44,936,56.3,142.5,185000
Ford,2010,120000,Petrol,Manual,Individual,Third Owner,5.0,15.6,1196,70.0,102.0,229999
Toyota,2016,65000,Diesel,Manual,Individual,First Owner,8.0,12.99,2494,100.6,200.0,1000000
Maruti,2019,10000,Petrol,Manual,Individual,First Owner,5.0,20.52,1197,81.8,113.0,490000
Hyundai,2009,80000,Petrol,Manual,Individual,Second Owner,5.0,20.36,1197,78.9,111.8,150000
Maruti,2013,184000,Diesel,Manual,Individual,First Owner,7.0,20.77,1248,88.76,200.0,600000
Maruti,2005,70000,Petrol,Manual,Individual,Second Owner,5.0,17.3,993,60.0,78.0,60000
Maruti,2008,89000,Petrol,Manual,Individual,Second Owner,5.0,15.6,1586,104.68,145.0,150000
Honda,2014,33033,Petrol,Manual,Dealer,First Owner,5.0,19.4,1198,86.8,109.0,335000
Maruti,2013,69000,Diesel,Manual,Individual,Second Owner,5.0,22.9,1248,74.0,190.0,525000
Hyundai,2015,63063,Petrol,Automatic,Dealer,First Owner,5.0,18.9,1197,82.0,114.0,465000
Tata,2012,90000,Diesel,Manual,Individual,Second Owner,5.0,25.0,1396,69.0,140.0,83000
Hyundai,2017,8000,Petrol,Manual,Individual,First Owner,5.0,21.1,814,55.2,74.5,300000
Hyundai,2012,35000,Petrol,Manual,Individual,First Owner,5.0,17.0,1197,80.0,111.8,350000
Hyundai,2011,45000,Petrol,Manual,Individual,First Owner,5.0,17.0,1197,80.0,111.8,300000
Fiat,2011,30000,Diesel,Manual,Individual,First Owner,5.0,20.4,1248,91.2,209.0,250000
Maruti,2006,59000,Petrol,Manual,Individual,Second Owner,4.0,16.1,796,37.0,59.0,114999
Maruti,2018,6200,Petrol,Manual,Individual,First Owner,7.0,19.34,1462,103.0,138.0,700000
Maruti,2020,120000,Petrol,Manual,Individual,Second Owner,5.0,21.63,998,67.0,90.0,250000
Maruti,2016,70000,Petrol,Manual,Individual,First Owner,5.0,20.51,998,67.04,90.0,350000
Maruti,1998,70000,Petrol,Manual,Individual,First Owner,5.0,14.0,796,35.0,59.82,80000
Mahindra,2017,110000,Diesel,Manual,Individual,First Owner,7.0,15.4,2523,75.0,200.0,850000
Chevrolet,2007,93000,Petrol,Manual,Individual,Third Owner,5.0,18.0,995,62.0,90.3,90000
Chevrolet,2014,110000,Diesel,Manual,Individual,First Owner,10.0,13.58,2499,72.4,171.0,600000
Maruti,2007,57000,Petrol,Manual,Individual,First Owner,5.0,19.7,796,46.3,62.0,135000
Hyundai,2005,120000,Petrol,Manual,Individual,First Owner,5.0,13.2,1495,94.0,122.58,150000
Tata,2012,35000,Diesel,Manual,Individual,First Owner,5.0,23.03,1396,69.0,140.0,259000
Tata,2012,90000,Diesel,Manual,Individual,First Owner,5.0,23.03,1396,69.0,140.0,220000
Tata,2012,35000,Diesel,Manual,Individual,Second Owner,5.0,23.03,1396,69.0,140.0,246000
Maruti,2009,120000,Petrol,Manual,Individual,First Owner,5.0,17.5,1298,85.8,114.0,240000
Hyundai,2018,60000,Diesel,Manual,Individual,First Owner,5.0,22.1,1396,88.7,219.7,946000
Tata,2011,70000,Diesel,Manual,Individual,First Owner,5.0,23.03,1396,69.0,140.0,215000
Maruti,1999,60000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,17.3,993,60.0,78.0,50000
Honda,2013,100000,Diesel,Manual,Individual,First Owner,5.0,25.8,1498,98.6,200.0,310000
Hyundai,2008,35000,Petrol,Manual,Individual,First Owner,5.0,20.36,1197,78.9,111.7,220000
Maruti,2008,90000,Diesel,Manual,Individual,Third Owner,5.0,17.8,1248,75.0,190.0,195000
Hyundai,2015,50000,Petrol,Manual,Individual,First Owner,5.0,17.19,1197,81.86,114.73,650000
Hyundai,2011,98000,Petrol,Manual,Individual,First Owner,5.0,18.5,1197,80.0,111.8,350000
Hyundai,2013,30000,Petrol,Manual,Individual,First Owner,5.0,18.5,1197,82.85,113.7,360000
Hyundai,2013,50000,Petrol,Manual,Individual,Second Owner,5.0,16.3,1797,147.5,177.5,550000
Hyundai,2016,26000,Petrol,Manual,Individual,First Owner,5.0,18.9,1197,82.0,114.0,490000
Maruti,2011,46000,Petrol,Manual,Individual,Second Owner,5.0,19.7,796,46.3,62.0,195000
Maruti,2010,80000,Petrol,Manual,Individual,Fourth & Above Owner,5.0,19.7,796,46.3,62.0,125000
Tata,2019,10000,Petrol,Manual,Individual,First Owner,5.0,23.84,1199,84.0,114.0,459999
Maruti,2015,16700,Petrol,Manual,Individual,First Owner,5.0,22.74,796,47.3,69.0,275000
Maruti,2018,70000,Diesel,Manual,Individual,First Owner,5.0,28.4,1248,74.02,190.0,680000
